country,state,county,lat,lng,type,measure,beds,population,year,source,source_url,beds_per_1000
US,GA,terrell,32.157435,-82.907123,ICU,1000HAB,0.0,8978,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,GA,thomas,32.157435,-82.907123,ACUTE,1000HAB,5.878554,44909,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.13089924068672204
US,GA,thomas,32.157435,-82.907123,ICU,1000HAB,0.779354,44909,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.017354071566946492
US,GA,thomas,32.157435,-82.907123,PSYCHIATRIC,1000HAB,8.906901,44909,2012,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.1983322051259213
US,GA,tift,32.157435,-82.907123,ACUTE,1000HAB,4.712442,40531,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.11626759764131159
US,GA,tift,32.157435,-82.907123,ICU,1000HAB,0.493449,40531,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.012174607090868718
US,GA,toombs,32.157435,-82.907123,ACUTE,1000HAB,2.098675,27160,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.07727080265095729
US,GA,toombs,32.157435,-82.907123,ICU,1000HAB,0.294551,27160,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.010845029455081001
US,GA,towns,32.157435,-82.907123,ICU,1000HAB,2.237537,11173,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.20026286583728634
US,GA,treutlen,32.157435,-82.907123,ICU,1000HAB,0.0,6752,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,GA,troup,32.157435,-82.907123,ACUTE,1000HAB,3.975055,69433,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.057250226837382796
US,GA,troup,32.157435,-82.907123,ICU,1000HAB,0.288047,69433,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.00414856048276756
US,GA,turner,32.157435,-82.907123,ICU,1000HAB,0.0,8036,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,GA,twiggs,32.157435,-82.907123,ICU,1000HAB,0.0,8323,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,GA,union,32.157435,-82.907123,ACUTE,1000HAB,2.021382,22262,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.09079965861108616
US,GA,union,32.157435,-82.907123,ICU,1000HAB,0.224598,22262,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.01008885095678735
US,GA,upson,32.157435,-82.907123,ACUTE,1000HAB,4.382455,26241,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.1670079265271903
US,GA,upson,32.157435,-82.907123,ICU,1000HAB,1.067033,26241,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.04066281772798293
US,GA,walker,32.157435,-82.907123,ICU,1000HAB,0.0,68609,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,GA,walton,32.157435,-82.907123,ACUTE,1000HAB,2.164722,88695,2015,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.02440635887028581
US,GA,walton,32.157435,-82.907123,ICU,1000HAB,0.078922,88695,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0008898134054907266
US,GA,ware,32.157435,-82.907123,ACUTE,1000HAB,6.472764,35688,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.1813708809683927
US,GA,ware,32.157435,-82.907123,ICU,1000HAB,0.616454,35688,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.017273425240977358
US,GA,ware,32.157435,-82.907123,PSYCHIATRIC,1000HAB,1.485093,35688,2012,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.04161323133826496
US,GA,warren,32.157435,-82.907123,ICU,1000HAB,0.0,5410,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,GA,washington,32.157435,-82.907123,ACUTE,1000HAB,5.656881,20506,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.27586467375402324
US,GA,washington,32.157435,-82.907123,ICU,1000HAB,0.0,20506,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,GA,wayne,32.157435,-82.907123,ACUTE,1000HAB,2.949754,29833,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.0988755405088325
US,GA,wayne,32.157435,-82.907123,ICU,1000HAB,0.402239,29833,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.013483022156672141
US,GA,webster,32.157435,-82.907123,ICU,1000HAB,0.0,2627,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,GA,wheeler,32.157435,-82.907123,ACUTE,1000HAB,3.143863,7952,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.3953550050301811
US,GA,wheeler,32.157435,-82.907123,ICU,1000HAB,0.0,7952,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,GA,white,32.157435,-82.907123,ICU,1000HAB,0.0,28509,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,GA,whitfield,32.157435,-82.907123,ACUTE,1000HAB,2.712503,103963,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.02609104200532882
US,GA,whitfield,32.157435,-82.907123,ICU,1000HAB,0.327039,103963,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0031457249213662558
US,GA,wilcox,32.157435,-82.907123,ICU,1000HAB,0.0,8896,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,GA,wilkes,32.157435,-82.907123,ACUTE,1000HAB,2.523978,9905,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.254818576476527
US,GA,wilkes,32.157435,-82.907123,ICU,1000HAB,0.0,9905,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,GA,wilkinson,32.157435,-82.907123,ICU,1000HAB,0.0,9147,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,GA,worth,32.157435,-82.907123,ICU,1000HAB,1.201403,20809,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.05773477822096208
US,HI,hawaii,19.898682,-155.665857,ACUTE,1000HAB,2.567172,196325,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.013076133961543359
US,HI,hawaii,19.898682,-155.665857,ICU,1000HAB,0.122246,196325,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0006226715904749777
US,HI,honolulu,19.898682,-155.665857,ACUTE,1000HAB,1.740299,990060,2017,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.0017577712461870998
US,HI,honolulu,19.898682,-155.665857,ICU,1000HAB,0.149486,990060,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0001509868088802699
US,HI,honolulu,19.898682,-155.665857,OTHER,1000HAB,0.49694,990060,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.0005019291760095348
US,HI,honolulu,19.898682,-155.665857,PSYCHIATRIC,1000HAB,0.24645,990060,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.0002489243076177202
US,HI,kalawao,19.898682,-155.665857,ICU,1000HAB,0.0,86,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,HI,kauai,19.898682,-155.665857,ACUTE,1000HAB,2.025516,71093,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.028491075070682065
US,HI,kauai,19.898682,-155.665857,ICU,1000HAB,0.126595,71093,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.001780695708438243
US,HI,maui,19.898682,-155.665857,ACUTE,1000HAB,1.426012,164094,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.00869021414555072
US,HI,maui,19.898682,-155.665857,ICU,1000HAB,0.121881,164094,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0007427511060733482
US,HI,maui,19.898682,-155.665857,OTHER,1000HAB,0.146258,164094,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.0008913062025424452
US,IA,adair,41.878003,-93.097702,ICU,1000HAB,3.476085,7192,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.4833266129032258
US,IA,adams,41.878003,-93.097702,ICU,1000HAB,5.812417,3785,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,1.535645178335535
US,IA,allamakee,41.878003,-93.097702,ICU,1000HAB,1.7934,13940,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.1286513629842181
US,IA,appanoose,41.878003,-93.097702,ICU,1000HAB,3.586515,12547,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.2858464174703116
US,IA,audubon,41.878003,-93.097702,ICU,1000HAB,4.377517,5711,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.7665062160742427
US,IA,benton,41.878003,-93.097702,ICU,1000HAB,0.974811,25646,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.03801025501052795
US,IA,black hawk,41.878003,-93.097702,ACUTE,1000HAB,3.452166,132960,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.0259639440433213
US,IA,black hawk,41.878003,-93.097702,ICU,1000HAB,0.180505,132960,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0013575887484957882
US,IA,boone,41.878003,-93.097702,ICU,1000HAB,1.592055,26381,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.060348546302262995
US,IA,bremer,41.878003,-93.097702,ICU,1000HAB,2.020937,24741,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.08168372337415625
US,IA,buchanan,41.878003,-93.097702,ICU,1000HAB,1.184778,21101,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.056147955073219284
US,IA,buchanan,41.878003,-93.097702,PSYCHIATRIC,1000HAB,4.502156,21101,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.2133622103217857
US,IA,buena vista,41.878003,-93.097702,ICU,1000HAB,1.718297,20369,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.08435843684029652
US,IA,butler,41.878003,-93.097702,ICU,1000HAB,0.0,14822,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,IA,calhoun,41.878003,-93.097702,ICU,1000HAB,2.547381,9814,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.2595660281230895
US,IA,carroll,41.878003,-93.097702,ACUTE,1000HAB,9.10515,20428,2015,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.44571911102408457
US,IA,carroll,41.878003,-93.097702,ICU,1000HAB,0.832191,20428,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.04073776189543764
US,IA,cass,41.878003,-93.097702,ICU,1000HAB,2.476176,13327,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.18580145569145345
US,IA,cedar,41.878003,-93.097702,ICU,1000HAB,0.0,18368,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,IA,cerro gordo,41.878003,-93.097702,ACUTE,1000HAB,13.585571,43134,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.3149620021328882
US,IA,cerro gordo,41.878003,-93.097702,ICU,1000HAB,0.417304,43134,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.009674595446747345
US,IA,cherokee,41.878003,-93.097702,ICU,1000HAB,2.159454,11577,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.18652967089919673
US,IA,cherokee,41.878003,-93.097702,PSYCHIATRIC,1000HAB,5.009933,11577,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.4327488123002505
US,IA,chickasaw,41.878003,-93.097702,ICU,1000HAB,1.482702,12140,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.12213360790774298
US,IA,clarke,41.878003,-93.097702,ICU,1000HAB,2.697745,9267,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.29111308945721376
US,IA,clay,41.878003,-93.097702,ACUTE,1000HAB,6.041374,16387,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.36866870079941416
US,IA,clay,41.878003,-93.097702,ICU,1000HAB,0.0,16387,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,IA,clayton,41.878003,-93.097702,ICU,1000HAB,2.823104,17711,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.15939834001468015
US,IA,clinton,41.878003,-93.097702,ACUTE,1000HAB,3.677475,47587,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.07727898375606783
US,IA,clinton,41.878003,-93.097702,ICU,1000HAB,1.891273,47587,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.03974348036228382
US,IA,crawford,41.878003,-93.097702,ACUTE,1000HAB,1.459343,17131,2012,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.0851872628568093
US,IA,crawford,41.878003,-93.097702,ICU,1000HAB,1.459343,17131,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.0851872628568093
US,IA,dallas,41.878003,-93.097702,ICU,1000HAB,0.309161,80864,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.0038232217055797395
US,IA,davis,41.878003,-93.097702,ICU,1000HAB,2.829975,8834,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.32035035091691194
US,IA,decatur,41.878003,-93.097702,ACUTE,1000HAB,3.084516,8105,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.3805695249845774
US,IA,decatur,41.878003,-93.097702,ICU,1000HAB,0.0,8105,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,IA,delaware,41.878003,-93.097702,ACUTE,1000HAB,1.442918,17326,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.0832805032898534
US,IA,delaware,41.878003,-93.097702,ICU,1000HAB,0.0,17326,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,IA,des moines,41.878003,-93.097702,ACUTE,1000HAB,5.341559,39876,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.13395423312268032
US,IA,des moines,41.878003,-93.097702,ICU,1000HAB,0.300933,39876,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.007546719831477581
US,IA,dickinson,41.878003,-93.097702,ACUTE,1000HAB,2.882353,17000,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.16955017647058826
US,IA,dickinson,41.878003,-93.097702,ICU,1000HAB,0.176471,17000,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.010380647058823527
US,IA,dubuque,41.878003,-93.097702,ACUTE,1000HAB,4.608009,96571,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.04771628128527198
US,IA,dubuque,41.878003,-93.097702,ICU,1000HAB,0.258877,96571,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.0026806908906400477
US,IA,emmet,41.878003,-93.097702,ICU,1000HAB,2.587724,9661,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.2678526032501812
US,IA,fayette,41.878003,-93.097702,ICU,1000HAB,2.482745,20139,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.12328045086647797
US,IA,floyd,41.878003,-93.097702,ICU,1000HAB,1.571932,15904,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.09883878269617707
US,IA,franklin,41.878003,-93.097702,ICU,1000HAB,2.421073,10326,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.23446378074762733
US,IA,fremont,41.878003,-93.097702,ICU,1000HAB,3.579098,6985,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.5123977093772369
US,IA,greene,41.878003,-93.097702,ICU,1000HAB,2.763652,9046,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.30551094406367457
US,IA,grundy,41.878003,-93.097702,ICU,1000HAB,6.475635,12354,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.5241731423020883
US,IA,guthrie,41.878003,-93.097702,ICU,1000HAB,2.344336,10664,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.21983645911477873
US,IA,hamilton,41.878003,-93.097702,ICU,1000HAB,1.644629,15201,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.10819215841063087
US,IA,hancock,41.878003,-93.097702,ICU,1000HAB,2.278735,10971,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.20770531400966186
US,IA,hardin,41.878003,-93.097702,ACUTE,1000HAB,1.334184,17239,2012,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.07739335228261501
US,IA,hardin,41.878003,-93.097702,ICU,1000HAB,2.03028,17239,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.11777249260397935
US,IA,harrison,41.878003,-93.097702,ICU,1000HAB,1.761059,14196,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.1240531839954917
US,IA,henry,41.878003,-93.097702,ICU,1000HAB,3.725145,19865,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.18752303045557514
US,IA,henry,41.878003,-93.097702,PSYCHIATRIC,1000HAB,3.926504,19865,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.19765940095645607
US,IA,howard,41.878003,-93.097702,ICU,1000HAB,2.038408,9321,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.2186898401459071
US,IA,humboldt,41.878003,-93.097702,ICU,1000HAB,5.111621,9586,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.533238159816399
US,IA,ida,41.878003,-93.097702,ICU,1000HAB,3.589375,6965,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.5153445800430725
US,IA,iowa,41.878003,-93.097702,ICU,1000HAB,1.540262,16231,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.0948963095311441
US,IA,jackson,41.878003,-93.097702,ICU,1000HAB,1.288062,19409,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.06636416095625741
US,IA,jasper,41.878003,-93.097702,ACUTE,1000HAB,1.848379,36789,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.0502427084182772
US,IA,jasper,41.878003,-93.097702,ICU,1000HAB,0.108728,36789,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.002955448639538993
US,IA,jefferson,41.878003,-93.097702,ICU,1000HAB,1.393146,17945,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.07763421565895794
US,IA,johnson,41.878003,-93.097702,ACUTE,1000HAB,9.575904,144425,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.06630364549073914
US,IA,johnson,41.878003,-93.097702,ICU,1000HAB,0.657781,144425,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.004554481564826034
US,IA,jones,41.878003,-93.097702,ACUTE,1000HAB,1.856557,20468,2012,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.09070534492866915
US,IA,jones,41.878003,-93.097702,ICU,1000HAB,1.074849,20468,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.05251363103380887
US,IA,keokuk,41.878003,-93.097702,ICU,1000HAB,2.445466,10223,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.2392121686393427
US,IA,kossuth,41.878003,-93.097702,ICU,1000HAB,1.648424,15166,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.10869207437689568
US,IA,lee,41.878003,-93.097702,ACUTE,1000HAB,3.478511,34785,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.1000003162282593
US,IA,lee,41.878003,-93.097702,ICU,1000HAB,0.28748,34785,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.008264481816875089
